,Comments,Quality,Difficulty,Dates,TeacherID
0,,3.0,3.0,"Feb 14th, 2010",861228
1,yif,5.0,1.0,"Dec 3rd, 2008",861228
2,No Comments,4.0,3.0,"Jun 30th, 2006",861228
3,Excellent professor. Makes a rather dry technical class entertaining,4.5,3.0,"Nov 18th, 2015",808495
4,"he was really a gd teacher, very helpful",3.5,2.0,"Nov 12th, 2012",808495
5,"You really cannot complain about Ran, who is so energetic and nice. Yes,he does have an accent, but there are much much worse cases in the econ department at Stanford. Ran paces himself reasonably that it is easy to follow. His lecture slides are very clear.",4.5,3.0,"Aug 28th, 2008",808495
6,"Really clear, and really cares about whether students are learning.",5.0,2.0,"Apr 27th, 2008",808495
7,Extremely clear teaching style. Made concepts really easy to understand. Midterm and final were definitely easy but it was kind of nice not to come out feeling like you had failed.,4.0,2.0,"Dec 11th, 2007",808495
8,"He's really nice but this econ course in general was ambiguous and I didn't enjoy it.  He's probably better than the other profs though.  Another thing that bugged me--he would take all qns from students and try to remember everyone's names.  It was a waste of lecture time, esp since students would ask stupid qns just to be noticed.",4.0,2.0,"Mar 1st, 2007",808495
9,"Excellent teacher; really clear. Final was too easy though, so the curve could hit you hard.",5.0,3.0,"Dec 13th, 2006",808495
10,No Comments,5.0,2.0,"Dec 8th, 2006",808495
11,"Excellent.  Clearly taught; watch for exams though; they are easy, so the curve is high.",5.0,2.0,"Jun 13th, 2006",808495
12,"Ran is a great professor. He really cares abour students and it shows. Also, he has a wonderful sly sense of humor. He says that his exams are fair, and it's true-- he only sticks to what was covered in lecture or homework. He'll also give advice on anything econ-related. Thumbs-up!",5.0,3.0,"Mar 16th, 2006",808495
13,love Abrams!! He's very thought provoking and the grading is lenient if you are thoughtful in your papers. He let me do the work and be interested without having to worry about my grade too much.,4.5,1.0,"Aug 3rd, 2015",925287
14,"While the class wasn't particularly hard to do well in, it didn't need to be. Professor Abrams inspires his students to be better at everything they do, including in this class. I thoroughly enjoyed both classes I took with him, and I would highly recommend anything he is teaching, even if it is not in your area of study.",5.0,2.0,"Aug 2nd, 2010",925287
15,"Wonderful teacher, very passionate about what he teaches...go visit and talk with him if you get the chance.",5.0,2.0,"Mar 30th, 2010",925287
16,:),5.0,1.0,"Mar 25th, 2010",925287
17,"Great professor, engaging class.  He wouldn't just lecture, he'd get conversations and debates started.  The class is pretty easy-- it's easy to get away with not doing the reading, and he practically tells you how to pass the final, but it was a fantastic class.  More than any other class at Stanford, this one taught me a new way to think.",5.0,1.0,"Aug 27th, 2007",925287
18,"Excellent Professor.  Easy class.  Too much work for 3 units though.  12 Page research paper, group project and a Final.",4.0,2.0,"Nov 28th, 2006",925287
19,She rocks!!!,5.0,3.0,"Jun 21st, 2017",2266843
20,"Great teacher, tough assignments.",3.5,4.0,"Mar 11th, 2013",1801550
21,Take her if you want to learn absolute nothing and be ready to fail.,1.0,5.0,"Dec 18th, 2012",632685
22,Had three courses from her when I was a student.  One of my favorites at law school because of her dedication and sincerity.  Actually made Civ Pro come to life for me. Fed Cts was during a difficult period for her so not as good as it could be.  A real gem for SLS!,4.5,4.0,"Jun 18th, 2008",632685
23,"it's not nearly as complicated as she makes it, and much more interesting than her class suggests",2.0,3.0,"Sep 29th, 2005",632685
24,No Comments,5.0,2.0,"Sep 1st, 2005",632685
25,Best professor I've ever had. Great insights into the material. Really enjoys talking to students outside of class. Definitely one of the law school's greatest assets.,5.0,5.0,"Jun 15th, 2005",632685
26,"Nice, but stressed teacher. The class is OK, lots of busy work and group work, but not that challenging, my high school writing teacher taught me more about how to write well and gave me a lot more helpful comments.",3.0,3.0,"Feb 14th, 2015",1655665
27,"Super nice, a little confusing, interesting ideas, boring exercises, but I hear most PWR classes have a lot of busywork too, basically EASY",5.0,1.0,"May 30th, 2014",1655665
28,"Clear expectations, friendly, professional. Goes out of her way to make class interesting and engaging, and to remind students when stuff is due. Gives access to plenty of resources. Always seeks feedback on teaching. Brings in breakfast for everyone sometimes.",4.5,4.0,"Dec 10th, 2013",1655665
