,Comments,Quality,Difficulty,Dates,TeacherID
0,Great guy. Was very helpful in leading me my first semester at school. Gives good grades and is chill and approachable.,4.0,1.0,"Jan 30th, 2008",791240
1,hes really nice and for some reason he gave me an a in fye. i never did anything and skipped like 3 papers and still got an a! i think he just assigns the reflection papers to say he assigned something!  you have no choice in who is your fye teacher but if you get him... your good to go!!!,5.0,1.0,"Jan 1st, 2006",791240
2,"I would definitely stay away from this professor. He makes this class ridiculously much harder than it needs to be. All of his tests are short answer, and he does nothing to prepare you for the metanarrative exam (required for all exploring the bible classes) at the end. He basically stands in front of the class and preaches to the class. AVOID HIM",2.5,5.0,"May 5th, 2014",1897852
3,Excellent,4.5,3.0,"Apr 18th, 2011",915481
4,Great teacher..learned a lot,4.5,3.0,"Mar 2nd, 2008",915481
5,"I don't know how this lady sleeps at night. I went to ask for help and she told me my writing was useless and I should drop the class. absolutely useless, just to reiterate steer clear friends. not impressed at all",2.0,5.0,"Feb 15th, 2008",915481
6,No Comments,1.0,5.0,"Feb 6th, 2008",915481
7,She is one of the best teachers at PBAU by FAR!! Take her!!!!,5.0,2.0,"Nov 11th, 2006",915481
8,"She is tough but she is smart. Was scared of her as a teacher because she would make you work for your grade. I think she thought I was dumb in class, but outside she seemed to love me lol. Suffered through her lab classes but learned more from her than I did from Lobdell. Sad that she left PBA.",1.0,5.0,"Apr 29th, 2019",1412945
9,"This woman could teach anything her heart sets out to teach. I know she may come off as ""tough"" sometimes, but it's all for the sake of good, quality learning. I had her for Orgo 1 AND 2. Labs included. She is one of the best instructors I have ever had, if not the best. Get ready to work!!",5.0,4.0,"Mar 31st, 2016",1412945
10,"Amazing teacher, sometimes hard to keep up with but will go back and explain for you. Tests are tough, you really have to study!! Gives extra credit. Very sweet teacher, would take again in a heartbeat!!",4.0,4.0,"Mar 17th, 2016",1412945
11,"This is who you want for Organic Chemistry. Had her for Organic 2 and she is a quality teacher. The best one on campus!  Wish I had taken her for Organic 1 also. I love that she repeats past concepts in her teaching, you will leave knowing the material. You just have to focus on this class and do your part in studying. She is awesome! ",5.0,3.0,"Aug 31st, 2015",1412945
12,Well lets just say I have had three really bad teachers in my life and she is one of them! I had Dr. Aleman for lecture.  She is very tough and does not teach well! Test are hard and she gives nothing of a review or anything! She excepts you to take a 9 to 10 chapter test and know everything in each chapters! ,1.0,5.0,"Dec 5th, 2014",1412945
13,"Students beware, worst professor ever! Expects you to know material before coming to class (this is chemistry, you cannot learn by yourself),  rude & demeaning if you ask questions, requires concept charts. Very confusing! Class exam averages  F. Take with another professor or somewhere else if you want to actually learn something and pass!",1.0,5.0,"Nov 6th, 2014",1412945
14,"I read all the good reviews on her. I don't know what happened to her when I got into her class. She's a smart lady, knows her stuff but she teaches as if we all came in with a doctorates in chemistry. It seems as if she gives pop quizzes to ""trick"" her students. Has very few office hours and is not much help when you go for help. Just don't.",1.5,4.0,"Nov 3rd, 2014",1412945
15,"This was the first time I took Chemistry since High School. With very little knowledge going in I found her teaching style to be demanding and very difficult to follow. She loves to pass sections saying ""You just have to know this"" without any further help. She loves to pass you off to a student intern if you need further help. Failed her class...",2.5,5.0,"Oct 31st, 2014",1412945
16,"Dr. Aleman runs her classroom very strictly and can come off as intense and overwhelming, especially in a difficult subject that students do not have previous knowledge on. She makes demoralizing comments to students, disrespects, criticizes, and belittles. The workload is quite large for a one credit lab class. ",1.5,4.0,"Oct 7th, 2014",1412945
17,"Not clear on assignments. syllabus due dates were all wrong. Maybe it way more difficult than it should be. I have changed majors due to the science teachers at this school, they focus on Jesus more than teaching science.",2.0,4.0,"Apr 23rd, 2014",1412945
18,"Nice person, but not a great professor for the beginner Chem student. She teaches as if you have prior knowledge of the course. If you do that's great but if not please take another professor. PBA doesn't offer a large picking pool of them. She knows her stuff just not how to teach it. The class is fast paced which doe't help either. Very nice tho.",1.5,4.0,"Dec 18th, 2013",1412945
19,"Good teacher. Lab reports require. Need to be able to explain what you are doing and what you did wrong. Not graded on perfection, instead graded on your knowledge and understanding. Very helpful and willing to be there for her students.",4.0,3.0,"Dec 17th, 2013",1412945
20,"Dr.Aleman is an awesome teacher! Very helpful and really knows  what she is talking about. She is very loud and will keep you awake!I have her for lab, lecture, and recitation and I feel like I am really learning the subject unlike other classes I've taken. Studying is a MUST if you read the slides and pay attention you'll be golden!",5.0,4.0,"Sep 16th, 2013",1412945
21,AMAZING teacher. She is nice and understands what she is teaching.,5.0,3.0,"Mar 27th, 2013",1412945
22,"Definitely learned a lot in the class (Principles of Chemistry, Lecture). Most people thought she taught too fast. But she kinda had to because it is simply a fast paced class. It is a survey of six semesters of chemistry classes therefore it seems hard. Rarely used the book. Print off the slides ahead of time and read over them so you're prepared!",5.0,3.0,"Dec 18th, 2011",1412945
23,I can't believe she hasn't been rated! I had/still have her for chem lab. She likes to scare you away from chem. Alot of prepping for her labs. Haven't had her for lecture but I hear she really makes you learn chem which is good. Will really help you during office hours. really hard but good quality prof!,5.0,5.0,"Dec 1st, 2011",1412945
24,"Alvarado is in his own world. Classes require max effort to stay awake. The silver lining is that as long as you check in occasionally, you will be able to get an A or B. Very nice guy, and knows his material, just can't communicate it to save his sorry life. Smokin' hot though.",1.5,3.0,"Mar 21st, 2016",2043794
25,"He's a great professor, incredibly helpful. I've taken him for Cost acct, Tax 1 & 2, and I've always passed with a high grade. It's no picnic, and there are a lot of papers, but he's not a tough grader and tests are only on what he has taught (tax exams are really hard, but are take home with groups). All in all, I would definitely recommend him.",4.0,4.0,"Sep 27th, 2015",2043794
26,The workload is heavy!! She gives a lot of writing assignments and is a tough grader.,3.0,4.0,"Dec 15th, 2019",140099
27,"Dr. Anderson is by far the toughest teacher I've ever had. She expects graduate level work and marks you down for every tiny mistake and anything that could have been better. She's kinda kooky and very entertaining. She cares about her students and is a literal GENIUS. Also, MEET WITH HER BEFORE EVERY PAPER! She's the best :)))",5.0,5.0,"Jan 18th, 2019",140099
28,Only a few papers but but lots of opportunity to lean from past assignments and grow as a writer.,5.0,5.0,"Dec 30th, 2018",140099
29,"Dr. Anderson, is amazing, but get ready to work. She expects your work to be meticulously perfect, but if you listen to what she says, follow her instructions, and put in the work, you will grow incredibly, both as a person and a writer. She holds herself to this same level of perfection, takes time to befriend you, and offers incredible feedback.",5.0,5.0,"Nov 30th, 2018",140099
30,"she is awesome! i learned a lot from her class. it was difficult at times but overall, its possible to get an ""A"" if you work hard enough. she is very caring and down to earth. she is great at her job and really wants her students to learn something while also showing them respect. :)",5.0,4.0,"Nov 26th, 2017",140099
31,If you're looking for an easy class this is not the one for you. She expects a lot of reading and work outside of class and has quizzes on all of your reading. She assigns a lot of very long and very hard papers which she grades extremely hard. And if your not a fan of romance books like Wuthering Heights or Northanger Abby do not take this class.,1.0,5.0,"Oct 30th, 2017",140099
32,I took her several times she is amazing and she helped me with other English-y things outside of class (grad school applications and publications). She is hard. But the kind of hard that means you actually learned something and your education means something.,5.0,4.0,"Mar 8th, 2017",140099
33,If you don't like reading the do not take her. She expects you to read up to 50 pages between classes. There is a quiz on the reading every day. The class is all discussion and you have to learn a lot on your own.,1.0,4.0,"Nov 11th, 2016",140099
34,"Dr. Anderson is a very tough grader. She's clear about what she wants, but she expects near perfection by the end of the semester. Her strictness challenged me to improve, but at times it was frustrating. She can help you out a lot if you ask her to, but she's a stickler for formatting. Interesting but challenging class.",4.0,4.0,"Dec 27th, 2014",140099
35,"She really loves English and literature and her love comes out through her teaching. But if you are just taking a comp class I would highly advise not to take her. She expects honors level work for a gen ed class. While she is funny, if you're looking for an easy comp class DO NOT TAKE THIS CLASS!",2.5,5.0,"Jul 9th, 2014",140099
36,"I took Anderson for HUM 3. Class was a little demanding, but for the most part it was okay. If you don't do your work you will SUFFER in her class! Read J. Austen a lot, which I hated, and joked with her about it. She's a great prof and Academic Advisor. PBA 4EVER!",5.0,2.0,"Jul 16th, 2013",140099
37,"Dr Anderson is probably the best professor at PBA. She's kind of difficult but always willing to help no matter what. She's really funny, too. I absolutely loved her.",5.0,3.0,"Jan 28th, 2013",140099
38,"Her class was engaging and sparked my interest in literature. Although I haven't shifted to a English major, her literary research papers challenged me like never before. She teaches at a harvard level with a great deal of humanity.",5.0,1.0,"Jul 24th, 2011",140099
39,Extremely demanding but seems to be a good professor if you can put in the time for her class. I ended up withdrawing after finding out she wanted me to write 2 very long a hard research papers in a month.,4.5,5.0,"Mar 22nd, 2010",140099
40,"Dr. Anderson is my favorite professor at PBA, hands down. She is one of the most talented literary critics I have ever seen, and she's very quick on her academic feet. I recommend her for anything she's teaching.",5.0,3.0,"Dec 7th, 2009",140099
41,"She was good, but really hard. The finaly paper in the com2 class was a 15-20 page essay with 10-15 sources. she loves pride and prejudice.",2.5,5.0,"Aug 1st, 2009",140099
42,"Gives alot of reading homework everynight, and test are very long, with a take home two page typed essay with every test. Alot of work but very good teacher. Also must give presentation as well",4.0,3.0,"Nov 16th, 2008",140099
43,Great teacher.  Seems strict in the beginning but makes class go pretty fast.  She is very understanding and knows how to teach.  I definitely recommend her!,5.0,3.0,"Oct 22nd, 2008",140099
44,She is very knowledgeable. I know no one really likes Humanities classes but she really makes the class fun and interesting. You have like 5 question quiz's at the beginning of every class that are simple if you do the homework. You have homework but it's not difficult.,4.0,3.0,"Nov 8th, 2007",140099
45,She is an amazing professor!,5.0,4.0,"Aug 29th, 2007",140099
46,"DR. Andrassy is very kind and very sweet she will give you great advice and help you in the clinical setting. However, she is a big time stickler who goes 100% by the book. very tough grader and will take off points off your final grade for being late of missing class. she took 8 points of my final grade because I arrive 2-5 minutes late twice.",3.0,5.0,"May 20th, 2020",2480429
47,"Dr Aramoni is great. She takes time to make sure everyone understands stuff and is good at simplifying tough concepts. I'm a computer science major and I found the class to be easy. Some non CS majors say it's more challenging, but I think if you read the book for the first few weeks in order to get familiarized, it'll be fine. She gives projects.",5.0,3.0,"Apr 29th, 2021",2070987
48,"Dr Aramoni is great. She takes time to make sure everyone understands stuff and is good at simplifying tough concepts. I'm a computer science major and I found the class to be easy. Some non CS majors say it's more challenging, but I think if you read the book for the first few weeks in order to get familiarized, it'll be fine. She gives projects.",4.5,3.0,"Feb 5th, 2016",2070987
49,"This was my first Programming class, and I really enjoyed it. Professor Aramouni gave a lot of projects 30+ However, she went over most of the projects in class. Also, if you don't have prior knowledge to logic, I see how it is a bit hard to follow, but if you have a math background, this class is a breeze. ASK QUESTIONS and PARTICIPATE, fun class!",5.0,1.0,"Jan 31st, 2016",2070987
50,"When I first started the semester, I had no idea what I was doing, but towards the end, I felt like I was getting better and better. You have to give it your all. Spent a lot of time programming throughout the semester. Professor Julie answered all my questions always and wouldn't leave the class without making sure no one had any questions.",1.0,5.0,"Nov 23rd, 2015",2070987
51,"Very nice woman. I have no doubt that she knows what she is doing, but she just can't relay her knowledge to the class. Lectures are very quick and difficult to follow. No in-depth explanation of material. ",,,,2070987
52,He is very funny and its an easy class to pass. He only had us write two essays one was really long though. Just stay on top of the work and do good in the HW grades and you can get an A. He requires the textbooks Bc it counts for 10% of your class grade doing book checks he sometimes brought snacks and always let class out early! Cool guy,2.0,3.0,"Mar 24th, 2021",373479
53,Honestly would NOT recommend him. Cool guy but hes so specific about his grading style. Its nothing what you learn in HS or even Comp 1. I just find it really hard to listen to him. His style is very out dated. He doesnt use anything online/ canvas so you dont know your grade.,5.0,3.0,"Nov 28th, 2020",373479
54,He is very funny and its an easy class to pass. He only had us write two essays one was really long though. Just stay on top of the work and do good in the HW grades and you can get an A. He requires the textbooks Bc it counts for 10% of your class grade doing book checks he sometimes brought snacks and always let class out early! Cool guy,5.0,3.0,"Jan 18th, 2019",373479
55,"Don't take him if you're into traditional teachers who don't ""pterodactyl"" you. But he's absolutely hilarious and fun. Also, depending on the class, he'll let you out early half the time and bring snacks! I learned a lot without overloading on homework. Highly recommend!",5.0,3.0,"Jan 8th, 2019",373479
56,"Wonderful Professor who wants you to succeed, but make sure you put effort into your submitted work.",5.0,3.0,"May 5th, 2018",373479
57,"Hands down best teacher I ever had. Pours his soul into the classroom and gives students kind and helpful insight into the world of creative writing. He will inspire, and give you tips to becoming a stronger writer. PBA is lucky to have such an amazing professor. Take him!",5.0,3.0,"Jun 19th, 2017",373479
58,"I love this guy! Professor Athey was one of the best professors I've ever had. I had him for English Comp 2, which was a class that I wasn't looking forward to. However, he totally turned it around for me! He is  ridiculously funny, extremely intelligent, and is willing to help you out as long as you put in effort. i highly recommend!",4.5,2.0,"Nov 1st, 2014",373479
59,"Master Athey is one of the best professors I've ever had.  He's funny, fun, and he really helps students to stretch their writing abilities.  I've only taken one class with him and can already see marked improvement in my writing; I'm even brave enough to try to get published.  Any student, regardless of major, would benefit from this class.",5.0,3.0,"Nov 12th, 2013",373479
60,Hard class is hard but he's a nice teacher,4.5,3.0,"Feb 15th, 2013",373479
61,"I took Creative Writing for Publication and Professor Athey was a valuable teacher to have. I learned so much, and he has real world experience in publication, so very helpful. A lot of fresh writing assignments due, so stay on top of things! But very helpful, fantastic, funny and great class.",5.0,2.0,"Jun 20th, 2009",373479
62,"Athey is perhaps the BEST professor at PBA. Hysterical, intelligent, and he always offers constructive criticism and feedback on Creative Writing assignments. I'll miss him!",4.0,4.0,"Apr 27th, 2009",373479
