,Comments,Quality,Difficulty,Dates,TeacherID
0,he knows what hes talking about and will work with you on anything you ask about.,5.0,1.0,"Nov 30th, 2012",145395
1,I learned almost nothing from his class. He lets movies do his teaching and his stories are irrelevant and only told to make himself look good. He does not check homework assignments or offer any feedback only looks to see if they are completed. He is not helpful at all and blows off student's questions.,2.0,1.0,"Aug 26th, 2012",145395
2,"Dr. Aagaard is an awesome guy. He is energetic and you can tell that he loves teaching. Everything is done through e-mail so stay on top of it, but you only really need the book to make your quizzes. He is pretty helpful, but he is a little high on himself. If you can get though his stories about all the things he has experience, you will do fine",5.0,2.0,"May 2nd, 2012",145395
3,"This class was very easy, but Aagaard is very disrespectful. Slow response on assignments, patronizes his students, and clealy finds himslf to be God's gift to teaching. Calls out students for little mistakes infront of whole class and calls the class his 'naive students.' Every story he tells relates back to what a great teacher and person he is.",3.5,1.0,"Dec 10th, 2011",145395
4,"I was reading some trivia on ""dead poety society"" and thought of Dr. Aagaard.  Dr. Aagaard stood on his desk before Mr. Keating did and I always wondered if Dr. Aagaard was affiliated with ""dps"".  Thanks Dr. Aagaard your a great professor.",5.0,2.0,"Dec 7th, 2011",145395
5,Dr. Aagard is a fun teacher and is eager to offer help. CI 541 is a very easy class and I learned a few things here and there in each program explored.,5.0,1.0,"Aug 16th, 2011",145395
6,One of the best proffessors in the college of ED.,5.0,3.0,"Jun 10th, 2011",145395
7,Dr. Aagaard is the best and most helpful teacher I have ever had!,5.0,3.0,"Aug 30th, 2010",145395
8,"Great teacher he was so helpful. It was based on e-mailing in all of your assignments, so stay on top of it!",4.5,3.0,"Apr 13th, 2010",145395
9,"I thought overall Dr. Aagaard was a pretty excellent professor.  You could tell her cared deeply about education and informing us about teaching.  I did get annoyed that he seemed to have a story for everything, ie:  had been shot at, knew about the ""gangstas"", etc...That's about the only thing that annoyed me. Other than that, great guy.",5.0,1.0,"Mar 21st, 2010",145395
10,with-it and very realiztic as he prepared me for the real job/world,5.0,4.0,"Feb 8th, 2010",145395
11,"Very nice. I recommend him. Grade depends on attendance and doing homework plus 2 group presentations. He?s a very friendly, touchy-feely person (not in an inappropriate way) and so might put his hand on your shoulder or stand close to talk to you",5.0,2.0,"Aug 21st, 2009",145395
12,DO your homework right away!,3.5,1.0,"May 18th, 2009",145395
